iter	Logloss
630	0.03815034213
631	0.03804930169
632	0.03792410827
633	0.03782943524
634	0.03773751197
635	0.03763783022
636	0.03753466227
637	0.03741284507
638	0.03735668179
639	0.03728240402
640	0.03720625418
641	0.03707676795
642	0.03700433426
643	0.03689061816
644	0.03679798757
645	0.03670630124
646	0.03659989588
647	0.03652772205
648	0.03644481785
649	0.03635633737
650	0.0362772337
651	0.03620361214
652	0.03611118201
653	0.03601108451
654	0.03594111022
655	0.03584587242
656	0.03576843742
657	0.03567921539
658	0.03559658699
659	0.03549365516
660	0.03541770641
661	0.03532092478
662	0.03522724575
663	0.03515555389
664	0.0351020098
665	0.03501678787
666	0.03490759813
667	0.03482644114
668	0.03473623738
669	0.03468795849
670	0.03463576109
671	0.03456585675
672	0.03450203705
673	0.03440280569
674	0.0343069576
675	0.03424561409
676	0.03419316526
677	0.03409079358
678	0.03398552764
679	0.03385432198
680	0.03377732488
681	0.0336852397
682	0.03359647593
683	0.03351210187
684	0.03343092793
685	0.03334057796
686	0.03326335904
687	0.03321026717
688	0.03314707606
689	0.03306007683
690	0.03300009115
691	0.03293652836
692	0.03286002278
693	0.0327871724
694	0.0326885561
695	0.03263721192
696	0.03256550732
697	0.03247973339
698	0.03240751249
699	0.03234744821
700	0.03227499501
701	0.03219794157
702	0.03214186263
703	0.03209456555
704	0.03200230519
705	0.03192063395
706	0.03182032327
707	0.03174033109
708	0.03165557903
709	0.03159533192
710	0.03151663276
711	0.03146737881
712	0.03139645896
713	0.03133609095
714	0.03125965899
715	0.03120705649
716	0.03114816965
717	0.03107045212
718	0.03102742059
719	0.03094489384
720	0.03086198023
721	0.03080117746
722	0.0307613861
723	0.0306698131
724	0.03060277797
725	0.03054546867
726	0.03047481547
727	0.03039599214
728	0.03034355221
729	0.0302764313
730	0.03020343292
731	0.03014783802
732	0.03007882124
733	0.03001808361
734	0.02995213074
735	0.02988321166
736	0.02982541468
737	0.02976667989
738	0.02971849415
739	0.02966004954
740	0.02959262171
741	0.02951027102
742	0.02945164752
743	0.02938746847
744	0.02933564927
745	0.02925119969
746	0.02920352003
747	0.02914700061
748	0.02907230111
749	0.02901945398
750	0.02896245114
751	0.02891210638
752	0.0288699689
753	0.0288316504
754	0.02877531316
755	0.02872064314
756	0.0286559889
757	0.02856294278
758	0.02849115064
759	0.02841079465
760	0.02832498453
761	0.02827135691
762	0.02820494523
763	0.0281525642
764	0.02809883389
765	0.02803324035
766	0.02795568079
767	0.0279120258
768	0.0278498054
769	0.02778164632
770	0.02773013228
771	0.0276541468
772	0.02761780862
773	0.02755704895
774	0.02751665772
775	0.02745159342
776	0.02738413969
777	0.02734917049
778	0.02729730234
779	0.02724622121
780	0.02719425849
781	0.02711820593
782	0.02705783892
783	0.02700548707
784	0.02695320826
785	0.02691358669
786	0.02687750609
787	0.0268116573
788	0.02676880183
789	0.02670657433
790	0.02662195674
791	0.02657982121
792	0.02649856367
793	0.02641873904
794	0.02634861433
795	0.02628558712
796	0.02621682813
797	0.02615433158
798	0.02610063063
799	0.02605057596
800	0.02601937805
801	0.02597604103
802	0.0259188309
803	0.02586438861
804	0.02579005564
805	0.02575327931
806	0.02571257863
807	0.02566155475
808	0.02560732072
809	0.02556331312
810	0.02550647307
811	0.02544967476
812	0.02542251427
813	0.02536638888
814	0.02531595578
815	0.02526947997
816	0.0252081793
817	0.02515810746
818	0.02510567586
819	0.0250403795
820	0.02500076456
821	0.0249456685
822	0.02487862544
823	0.02480461024
824	0.02476380667
825	0.02470986107
826	0.02463769561
827	0.02458720892
828	0.02454111238
829	0.02449328062
830	0.02443979572
831	0.02439882233
832	0.02435036643
833	0.02429905781
834	0.02425633591
835	0.02420106931
836	0.02412741177
837	0.02407695444
838	0.02403120476
839	0.02397323847
840	0.023925044
841	0.02386114907
842	0.02379921244
843	0.0237436645
844	0.02370175358
845	0.0236561264
846	0.02359824858
847	0.02354521105
848	0.02349487203
849	0.02344670945
850	0.02340566118
851	0.02336294724
852	0.02330772562
853	0.02325996642
854	0.02322141183
855	0.02315755591
856	0.02308215872
857	0.0230397165
858	0.02298114867
859	0.02294735305
860	0.02289261123
861	0.022843709
862	0.02280229836
863	0.02275284867
864	0.02271284017
865	0.02267540432
866	0.02263915234
867	0.02259276446
868	0.02255377703
869	0.02251888728
870	0.02247889383
871	0.02244779572
872	0.02238357058
873	0.02234067915
874	0.02230309406
875	0.02227205228
876	0.02224134577
877	0.02219129596
878	0.02214528523
879	0.02209678632
880	0.02203996037
881	0.02198698167
882	0.0219546634
883	0.02192466359
884	0.02188459195
885	0.02183475182
886	0.02179606352
887	0.0217509422
888	0.02170120597
889	0.02166248487
890	0.02161676561
891	0.02157687353
892	0.02153798391
893	0.02151049018
894	0.0214668259
895	0.02142595068
896	0.02139447842
897	0.02136087471
898	0.02132377296
899	0.02128117401
900	0.0212241062
901	0.02118107507
902	0.02112894122
903	0.02110009312
904	0.02106780827
905	0.02102662052
906	0.02098890153
907	0.02094861952
908	0.0209024127
909	0.02086994807
910	0.02083750063
911	0.02079983121
912	0.02076529693
913	0.02072995094
914	0.02069253054
915	0.02066844454
916	0.02062563109
917	0.02059334891
918	0.02054897317
919	0.02051099366
920	0.02047999385
921	0.02043289603
922	0.02039478856
923	0.02035909399
924	0.02030402809
925	0.02027616387
926	0.02023684164
927	0.02019810333
928	0.02016566059
929	0.02013379169
930	0.02007384462
931	0.02003077134
932	0.01999807694
933	0.01995027433
934	0.01991043094
935	0.01987353999
936	0.01983478359
937	0.01979690538
938	0.0197612608
939	0.01972833816
940	0.019693486
941	0.01965300052
942	0.01961964293
943	0.01959295959
944	0.01953965082
945	0.01950727853
946	0.01947430984
947	0.01943851348
948	0.0194091133
949	0.01936943632
950	0.01933567127
951	0.0193077707
952	0.0192666035
953	0.01922845995
954	0.01919448136
955	0.01915257823
956	0.01911147315
957	0.01907203003
958	0.01903773472
959	0.01899243278
960	0.01895409818
961	0.01892201934
962	0.01889501502
963	0.01886257696
964	0.01882105713
965	0.01878721987
966	0.01876456878
967	0.0187204084
968	0.01868880228
969	0.0186511775
970	0.01862671704
971	0.0185883819
972	0.01855205943
973	0.0185223223
974	0.01847994439
975	0.01843055382
976	0.01839323645
977	0.01836459258
978	0.01833882549
979	0.01831297513
980	0.01828458674
981	0.01825121051
982	0.01821468551
983	0.01817210574
984	0.01813468544
985	0.01809789873
986	0.01806467947
987	0.01803592664
988	0.01800817123
989	0.01796435823
990	0.01792625972
991	0.0179030455
992	0.01787261015
993	0.01784435575
994	0.01780998683
995	0.01777969848
996	0.01775522469
997	0.01771752721
998	0.01770037438
999	0.01766217419
